id_team_h,id_team_v,pts_h,pts_v,w_h,w_v
21,30,102,100,1,0
28,16,122,105,1,0
12,2,87,117,0,1
11,22,109,104,1,0
11,19,106,92,1,0
10,21,74,82,0,1
20,21,120,106,1,0
22,6,105,99,1,0
28,2,97,98,0,1
7,9,105,109,0,1
13,3,94,85,1,0
18,7,119,123,0,1
14,2,102,107,0,1
1,30,118,116,1,0
13,29,119,110,1,0
14,22,93,88,1,0
3,16,87,93,0,1
23,11,110,112,0,1
8,6,71,111,0,1
10,29,101,117,0,1
9,23,84,92,0,1
18,13,100,116,0,1
28,20,91,109,0,1
12,11,109,102,1,0
29,5,104,108,0,1
7,29,85,82,1,0
7,16,96,76,1,0
25,28,122,118,1,0
6,5,98,94,1,0
9,16,122,117,1,0
11,20,111,97,1,0
17,29,100,112,0,1
13,18,91,94,0,1
9,2,114,120,0,1
22,21,95,88,1,0
13,5,111,98,1,0
5,27,94,86,1,0
29,7,129,103,1,0
20,5,103,116,0,1
28,11,101,88,1,0
11,8,111,130,0,1
18,26,106,102,1,0
13,29,94,102,0,1
26,21,85,101,0,1
14,20,79,108,0,1
1,23,96,103,0,1
24,6,112,91,1,0
5,13,110,91,1,0
11,29,135,131,1,0
6,20,104,94,1,0
25,8,109,92,1,0
13,2,125,108,1,0
26,10,111,98,1,0
21,13,99,118,0,1
16,9,91,85,1,0
22,21,112,111,1,0
25,24,102,123,0,1
16,20,118,133,0,1
27,2,110,111,0,1
27,22,85,69,1,0
10,20,99,108,0,1
22,3,87,79,1,0
29,5,109,95,1,0
9,5,110,125,0,1
20,8,107,117,0,1
29,3,101,94,1,0
28,25,116,120,0,1
16,1,143,120,1,0
20,2,112,110,1,0
11,5,105,96,1,0
17,21,110,104,1,0
21,7,115,108,1,0
28,16,93,107,0,1
6,21,93,87,1,0
11,17,115,101,1,0
11,20,107,104,1,0
6,7,113,117,0,1
2,5,107,101,1,0
11,14,97,92,1,0
19,16,107,113,0,1
8,7,116,123,0,1
21,13,113,79,1,0
21,14,97,93,1,0
